id,created_at,full_text
1238168009547468801,Thu Mar 12 18:20:32 +0000 2020,"I learned as a disciple of # Christ that # FEAR says `` What If '' and # FAITH says `` EVEN THOUGH '' . No matter what is going on with the stock market , virus , marriage , friendships , children or co-workers my God knows the next step , I do n't . # Trusting that He has my back ."
1238167977062739970,Thu Mar 12 18:20:24 +0000 2020,"Though our present world is full of uncertainty , in Jesus our future is certain ."
1238167664603869184,Thu Mar 12 18:19:09 +0000 2020,"YIKES ! The # CORONA # VIRUS SCARE # ME To # DEATH ! HOW About # YOU ? # Godmorning # Instagram # Friends , THE PANIC and # FEAR you feel is # REAL ! Because the # CoronaVirus is a Deadly Virus that is SPREADING"
1238167263313711104,Thu Mar 12 18:17:34 +0000 2020,"I HAVE , YOU HAVE , WE HAVE A CHOICE IN HOW WE RESPOND TO THE # CORONAVIRUS ! With all the # Fear # Scaremongering # Misinformation , I offer an alternate way of thinking , feeling and behaving to the # global Crisis via"
1238167039338045441,Thu Mar 12 18:16:40 +0000 2020,SHESH ... ... .AL THAT WORK ... ... .unreal !
1238166332962676742,Thu Mar 12 18:13:52 +0000 2020,"All basic people who are in # fear RN Congrats , you 're doing EXACTLY what they want us to do . Stop being scared of s virus . Stop watching TV like it 's a movie ! Stop Letting the media control your mind"
1238165840341630978,Thu Mar 12 18:11:55 +0000 2020,Common sense has not yet gone extinct yet .
1238165321565065218,Thu Mar 12 18:09:51 +0000 2020,# covid19 # Belgium about to breach # GDPR in order to # geolocalize people potentially infected and contaminating others
1238165192481165315,Thu Mar 12 18:09:20 +0000 2020,# stockmarkets enters bear mode . # Fear has taken over # faith . Investor 's lost over 30 Lac crores in a month .
1238164998955958272,Thu Mar 12 18:08:34 +0000 2020,Wait what ? ! Lol . Yeah do not # fear . you are being . Con . Trolled .
1238164458096246787,Thu Mar 12 18:06:25 +0000 2020,Fear & amp ; Greed Index
1238164370414280708,Thu Mar 12 18:06:04 +0000 2020,"# covid19 # Belgium about to breach # GDPR in order to # geolocalize people potentially infected and contaminating others # commuters , # travellers beware ! # Inept and # inefficient , this will allow further breach for any and all stupid reasons # surfing on # fear !"
1238164181695647745,Thu Mar 12 18:05:19 +0000 2020,Fear is a belief that people internalize because of the ‘ potential ’ negative outcome that can happen to them . So what does that say about courage ? What reality do you want to create ?
1238163971380830208,Thu Mar 12 18:04:29 +0000 2020,"Yes , we can be cautious during this # CoronavirusPandemic but we do n't need to # Fear . Perfect love casts out all fear . Our newest # blog this week expounds more :"
1238163911087665152,Thu Mar 12 18:04:15 +0000 2020,Fear..
1238163354864279552,Thu Mar 12 18:02:02 +0000 2020,Discover your destiny 👉 👉 +47832029329
1238162924331507713,Thu Mar 12 18:00:19 +0000 2020,5 Simple Ways to Call Out Fear and Calm Anxiety by Katie Westenberg
1238162915322191872,Thu Mar 12 18:00:17 +0000 2020,Coronavirus and the threat of bio-terorism via
1238162898008051712,Thu Mar 12 18:00:13 +0000 2020,"In all the panic over Coronavirus , it is easy to forget about your pets . Please remember to feed your animals . You may need to eat them later . -Smoker"
1238162316354637824,Thu Mar 12 17:57:54 +0000 2020,"As the market tumbles , let 's take a look at actual data models from the CEO of ."
1238162111869657090,Thu Mar 12 17:57:06 +0000 2020,"Choose # Faith not # Fear . # Bible states # FearNot 365x in the book . One for each day ! ! # Jesus said : FearNot for i have overcome the world . *Place ur Faith in its proper place - in God . Put fear in its place , UNDER ur feet . We ’ re Not given Fear , but Power , Love & amp ; Sound Mind . 💪"
1238161928398069765,Thu Mar 12 17:56:22 +0000 2020,"Notice how on is all giggles , as she ’ s doing a victory lap , on the drastic decline of the , as…"
1238161674810654720,Thu Mar 12 17:55:21 +0000 2020,John 16:3 Philippians 4:6 Matthew 6:34 1 Peter 5:7 Lamentations 3:57 Read these verses here …
1238161608054112260,Thu Mar 12 17:55:05 +0000 2020,"Summary of Jeffers ’ Feel the # Fear and Do It Anyway . It is one of the most practical , clear , & amp ; common sense self-help books ever written . My clients experience positive change just accepting the title ’ s powerful message ."
1238161215760687105,Thu Mar 12 17:53:32 +0000 2020,`` WHAT AMERICA FEARS *MOST ! ! ! `` : * .
1238161101851893763,Thu Mar 12 17:53:05 +0000 2020,"# Diversification should help in # declines . It is true when # fear is # intense , no # asset resists # selling # pressure . Diversity in assets & amp ; # geographies should also help when # recovery comes , as it will come . This is not the end of # financial # world , it is a"
1238161089541672960,Thu Mar 12 17:53:02 +0000 2020,# Fear is within you But so is # Trust # Choose . Do n't pick Fear Pick Trust
1238160819344543746,Thu Mar 12 17:51:57 +0000 2020,"Also , the # Fear of # CoronavirusPandemic is showing everyone 's true colors . I 'm learning that most people are truly xenophobic and condescending when it comes to protecting themselves . They will not hesitate to discriminate when they 're in"
1238160497700110336,Thu Mar 12 17:50:41 +0000 2020,"Market Musings Thurs 12 March ’ 20 : FTSE 100 , 250 Drop Almost 10 % : Gold Down 3.5 % , Oil down 7.5 % as Panic Prevails"
1238160028533690369,Thu Mar 12 17:48:49 +0000 2020,"Everything ’ s gon na be alright . How can I make such a statement ? Because of what I believe , that ’ s why . Many of us say w…"
1238159250741854208,Thu Mar 12 17:45:43 +0000 2020,Here comes the national guard to arrest you for driving outside your town or city ! ! ! ! Welcome to
1238159116561838080,Thu Mar 12 17:45:11 +0000 2020,God ! People like this are so eager to spread # fear & amp ; # misery about # CoronavirusPandemic they want to stifle that little glimmer of hope & amp ; enjoyment ! God forbid you have a little fun & amp ; lift the spirits ! All for what ? ! For petty # nzpol point scoring ! Cretin !
1238158624356171776,Thu Mar 12 17:43:14 +0000 2020,"I guess what I miss , really , is being able to believe that somehow everything , in the end , will always be all right ... b…"
1238157880316039175,Thu Mar 12 17:40:17 +0000 2020,"# Relax . Chill . Be anxious for nothing . # Panic Not . # Fear can make you more attractive for the thing you ’ re trying to avoid . In other words , the thing you fear is the very thing you have the power to activate . Take a deep breath & amp ; continue your hand washing"
1238157807171645441,Thu Mar 12 17:39:59 +0000 2020,# KnowledgeIsPower 🧠 Rewire Your # Anxious # Brain 🧠 How to use the neuroscience of # fear to end # anxiety # panic & amp ;
1238157155158708231,Thu Mar 12 17:37:24 +0000 2020,"Remember that # Christ sets us free from # fear . We live in a world that responds and reacts based on fear . There is a lot we are told to fear . Many # Bible passages remind us to have # faith , not fear . Faith in the…"
1238157117929836544,Thu Mar 12 17:37:15 +0000 2020,See my thoughts regarding Absolutely Nothing to Fear :
1238157064867852288,Thu Mar 12 17:37:02 +0000 2020,A # MarketPlace For
1238156335851679744,Thu Mar 12 17:34:08 +0000 2020,It is about # fear and # liquidity . Even the classic ( and not so classic ) # refuge # assets are # wild at present moment # gold # Bitcoin # nyse # UseYourBrain # LongTerm # Vision with # short # execution # bull vs
1238156298555994112,Thu Mar 12 17:34:00 +0000 2020,It Follows was a # horror # film released in 2014 & amp ; gained a lot of attention ! Just by watching the trailer in our review you can see why😍🎥 You can read our review here :
1238155947962511362,Thu Mar 12 17:32:36 +0000 2020,Will YOU give into It ?
1238155730202447872,Thu Mar 12 17:31:44 +0000 2020,…
1238154920198635524,Thu Mar 12 17:28:31 +0000 2020,"Today , # Trudeau self-isolated after his wife , # Sophie , developed # flu-like symptoms . Today is the 72nd day of the year : …"
1238154815865270273,Thu Mar 12 17:28:06 +0000 2020,✝️ # God has not given you the spirit of # fear ! # DominionToday # inspire # Love # GoLive .co …
1238154550030340096,Thu Mar 12 17:27:03 +0000 2020,# Fear # PTSD copper infusion *176 save our vets Tesla 1917-1919 Mia pow in
1238154538709848065,Thu Mar 12 17:27:00 +0000 2020,PLEASE SHARE : ERgent is helping guide people to medical care during this # COVID-19 pandemic . We created a blog post with an…
1238154256475205633,Thu Mar 12 17:25:53 +0000 2020,"Fear is a liar . The enemy has come to steal , kill , and destroy , but Jesus came that you may have an abundant life ."
1238154254159958017,Thu Mar 12 17:25:52 +0000 2020,"What can we all learn from # CoronavirusPandemic as a light speed model of collective # behaviouralchange from # denial , # fear and then understanding # complexity and # empathy ? Full article at"
1238154069937655808,Thu Mar 12 17:25:08 +0000 2020,"And I was planning on seeing # AQuietPlace2 next week , but due to the # coronavirus , it ’ s been delayed indefinitely . The others that are susceptible have compromised immune systems . # Fear and # paranoia are winning . Fear and paranoia spread faster than a"
1238153966204190721,Thu Mar 12 17:24:43 +0000 2020,"In the midst of a global pandemic , this coronavirus , how can we stay strong and positive throughout this crisis ? What does God ’ s word say ? In the shadow of Your wings I will make my refuge , until these calamities have passed by . ( Psalm 57:1 )"
1238153688616546305,Thu Mar 12 17:23:37 +0000 2020,"Tools to Reduce # COVID19 19 # bullying . Although normal , # Anxiety # fear # stress can lead to stigmatizing others . We encoura…"
1238153585155809280,Thu Mar 12 17:23:13 +0000 2020,Like sitting in an open field waiting for the beast to strike ... what surprising thing Corona can tell you about your relationship ...
1238153069281415169,Thu Mar 12 17:21:10 +0000 2020,"So , how 's that # globalization going ? Seems to be causing a bit of a problem now eh ?"
1238152807687036930,Thu Mar 12 17:20:07 +0000 2020,Fear Flying ? Hundreds of articles for you at travel airlines
1238152802959941632,Thu Mar 12 17:20:06 +0000 2020,# kepthefaith # fearnothing # faith or # fear you choose ! Thank you lvbeingcatholic for reminding me .
1238152272275632135,Thu Mar 12 17:18:00 +0000 2020,"The Week On-Chain ( 4 Mar 2020 - 11 Mar 2020 ) Despite healthy on-chain fundamentals , BTC moves from gradual decline into frefal as coronavirus fears shake up markets globally ."
1238152186833653763,Thu Mar 12 17:17:39 +0000 2020,"A `` # coronavirus ap '' is exploiting the fear of # Covid to download # malware and steal usernames , passwords and credit…"
1238152182991450112,Thu Mar 12 17:17:38 +0000 2020,Spreading # rumors and
1238152102830014465,Thu Mar 12 17:17:19 +0000 2020,"Yes , the Corona virus is real , but so is the other deadly virus - the virus of fear.Both need to be confronted , dealt with and eliminated !"
1238151631168045064,Thu Mar 12 17:15:27 +0000 2020,We see the light at the end of the tunnel . Survival Edition is coming son😋 # HapyThursday
1238151482983284739,Thu Mar 12 17:14:51 +0000 2020,# Stories That Matter : # Books by : # Bats in My Belfry
1238150944207978496,Thu Mar 12 17:12:43 +0000 2020,"Trader like me who came in the market after 208 , today learnt the lifetime lesson about # NiftyVIX # Fear # panic # lowercircuit # bearmarket # GlobalPandemic # crude # economicrisis # marketcrash2020 Learning still continues ... . Let 's hope for the best !"
1238150706676318209,Thu Mar 12 17:11:46 +0000 2020,"No . Biden 's crappy record speaks for itself . If voters choose to ignore his record , or succumb to Teh # FEAR , Bernie jumping up and down about it wo n't change that one iota"
1238150077748781056,Thu Mar 12 17:09:16 +0000 2020,"I hope my message , which is extremely relevant now , finds you in good # health and # spirits . This is # evergreen # content that is important whenever . Even more important during times of peak # exuberance or # fear . Live long and # prosper y'al !"
1238149812236640256,Thu Mar 12 17:08:13 +0000 2020,"`` If the people must be ever fearful of death , then there will always be an executioner . '' — Lao Tzu , Tao Te Ching | |…"
1238149582225313795,Thu Mar 12 17:07:18 +0000 2020,"Exactly . Pull the wool back and truly see what is going on here . # neworldorder # oneworldgovernment # nwo # marshalaw # fear # scaretactics # controlthroughfear @ Las Vegas , Nevada"
1238148843352592385,Thu Mar 12 17:04:22 +0000 2020,Coping with Worries About the # Coronavirus via
1238148296746708997,Thu Mar 12 17:02:12 +0000 2020,"`` Action cures fear , Inaction creates terror . '' Douglas Horton quotes"
1238148234641637377,Thu Mar 12 17:01:57 +0000 2020,You ca n't underestimate the power of fear .
1238182133530652672,Thu Mar 12 19:16:39 +0000 2020,Stuck inside ? Bored ? Nothing to do ? Get comfy . Turn the lights down . And let me tell you a scary story I did for Chilling Tal…
1238181821348798464,Thu Mar 12 19:15:25 +0000 2020,I 'd say this speaks for itself ! A special Friday the 13th post coming to tomorrow !
1238179975674593280,Thu Mar 12 19:08:05 +0000 2020,"The media literally has the power to shut down the whole world , dang ."
1238177602738814985,Thu Mar 12 18:58:39 +0000 2020,When I am walking behind you please do n't snap your heads back . It scared the living shit out of me . # stop # scary # chill People be like :
1238175778891759618,Thu Mar 12 18:51:24 +0000 2020,I was just watching # TheLastManOnEarth on # Hulu and this was the intro to the show . Someone tell me why this show was made in…
1238174780005797891,Thu Mar 12 18:47:26 +0000 2020,"As I walked out to my vehicle for lunch today , I thought to myself , “ the air has a 9/11 feel to it “ a lot of uncertainty ."
1238174269592358912,Thu Mar 12 18:45:24 +0000 2020,Survive the horror . Watch RESIDENT EVIL : LOST AND FOUND
1238173706758893570,Thu Mar 12 18:43:10 +0000 2020,"No , , , working from home and on lockdown . I ’ m predicting lots of December babies..or new material for Dateline . # Scary # coronavirusus impact ."
1238173236996853763,Thu Mar 12 18:41:18 +0000 2020,The Dark Horde scare curator . Use # darkhorde to join the darkness . RT :
1238172512988606465,Thu Mar 12 18:38:25 +0000 2020,I hope everyone is doing well and you 're doing your part to stay safe ! WASH YOUR HANDS ! # HN29 💧😱💀 _ _
1238171792763748352,Thu Mar 12 18:35:34 +0000 2020,New Simulacra 2 vid is now up & amp ; in this part we get access to all of Maya 's Aps & amp ; start to get…
1238171595660656640,Thu Mar 12 18:34:47 +0000 2020,I saw last nite . It was pretty # scary but the only time people screamed was when someone in the audience sneezed .
1238171438366052352,Thu Mar 12 18:34:09 +0000 2020,# RT A spooky legend becomes terifyingly real when four girls enter a beach house with a secret . 🔗…
1238169937497264128,Thu Mar 12 18:28:11 +0000 2020,Stuck inside ? Bored ? Nothing to do ? Get comfy . Turn the lights down . And let me tell you a scary story I did for Chilling Tales for Dark Nights . I had a great time doing it ! Enjoy !
1238169319068090369,Thu Mar 12 18:25:44 +0000 2020,# Scary.Do n't read this # book if you do n't like # thrillers ! Haunted From Within .
1238168268986343426,Thu Mar 12 18:21:34 +0000 2020,"I just one of my childhood dolls in the attic . Fun times . On a completely unrelated note , does anyone know any good exor…"
1238168003759476739,Thu Mar 12 18:20:30 +0000 2020,"with the cancelling and postponing of sports and all sorts of major events , we are all going to be subjected to watching the news/various media outlets while they continue to feed the fears of this # CoronavirusPandemic even further ... and the cycle will just continue ."
1238165720736784384,Thu Mar 12 18:11:26 +0000 2020,"Wow , is the # Shortfilm I did for # PlanetOfTheApes coming true ?"
1238165121899388928,Thu Mar 12 18:09:03 +0000 2020,"Join in tomorrow when we 're starting escape the ayuwoki , momma ginge will be with me , we 'l have beers and be ready to be…"
1238161398523400195,Thu Mar 12 17:54:15 +0000 2020,It ’ s # scary what ’ s happening in Italy .
1238161178527961089,Thu Mar 12 17:53:23 +0000 2020,There 's charm and tense strategy to turn based battles in # RPG # jRPG # games . You can help us bring this # horror game t…
1238160869491642368,Thu Mar 12 17:52:09 +0000 2020,For a LIMITED time starting when we open on Friday the 13th we will have special Friday the 13th doughnut !
1238160049882701824,Thu Mar 12 17:48:54 +0000 2020,Is it me or does look more feeble than ever ?
1238160048318283776,Thu Mar 12 17:48:54 +0000 2020,"This could be very serious for both the Brazilian and American governments , including both presidents !"
1238159890708926465,Thu Mar 12 17:48:16 +0000 2020,"I just one of my childhood dolls in the attic . Fun times . On a completely unrelated note , does anyone know any good exorcists ? 🤨"
1238156786018013189,Thu Mar 12 17:35:56 +0000 2020,"Join in tomorrow when we 're starting escape the ayuwoki , momma ginge will be with me , we 'l have beers and be ready to beat this Micheal Jackson looking mf he he !"
1238155606847971328,Thu Mar 12 17:31:15 +0000 2020,Through the window .
1238155198687633408,Thu Mar 12 17:29:37 +0000 2020,Jezuz sh ! t just got real 😱 I 've been told not to come to work tomorrow because I 've got lowered lung function . Denmark is sh…
1238154063423799296,Thu Mar 12 17:25:07 +0000 2020,It 's 5 days before symptoms show for # COVD19 . We can be walking around spreading it without knowing .
1238153651086135299,Thu Mar 12 17:23:28 +0000 2020,We 're pulling out the big guns for this final confrontation ! The End of Outbreak ! 🎮🧟 Link :
1238153624859140097,Thu Mar 12 17:23:22 +0000 2020,This is crazy !
1238153391769075716,Thu Mar 12 17:22:27 +0000 2020,"No kidding ! I always trusted the , but now even those heads are morons ."
1238151854556622848,Thu Mar 12 17:16:20 +0000 2020,"Would you ever try this ( click on the box below to autoplay ) ? It 's spedriding , here in — and the girl 's fac…"
1238151186441625601,Thu Mar 12 17:13:41 +0000 2020,The Terrifying Moment A Mountain Lion Attacks Deputy
1238151101863641088,Thu Mar 12 17:13:21 +0000 2020,"Bruh , forget toilet paper , they outa ramen 😵😵 ."
1238148850189205505,Thu Mar 12 17:04:24 +0000 2020,2020 folks ... .
1238148767335014406,Thu Mar 12 17:04:04 +0000 2020,"Those in this thread blaming the # FrePres & amp ; # Media need to remember that they 're just reporting what the `` leaders '' say . The poor # transparency _ # scary ! ! I 'm older & amp ; have only had the # flu twice my whole life , but I 'm still limiting exposures as a sensible precaution"
1238147945607946242,Thu Mar 12 17:00:48 +0000 2020,# scary # supernatural # photo we took at the # Stanley hotel I was alone in the rom..or so I thought !
1238147835553513473,Thu Mar 12 17:00:22 +0000 2020,New from : `` My Dog Dreams About My Death ''
1238147106566701056,Thu Mar 12 16:57:28 +0000 2020,No ! ! ! # CoronavirusPandemic is not just the flu !
1238147092608176132,Thu Mar 12 16:57:25 +0000 2020,Still waiting
1238143845646258177,Thu Mar 12 16:44:31 +0000 2020,"🔥🚨🇺🇸🤬 THIS IS BS ! # Scary , # Sad & amp ; # Pathetic ! ! ! 🙄🇺🇸 poor pupils ! # 2A # 2AShalNotBeInfringed EVER ! ! ! ! 👀🇺🇸"
1238141566478200833,Thu Mar 12 16:35:27 +0000 2020,but it never taken a dump so quickly like this b4 tho ?
1238140879916929024,Thu Mar 12 16:32:43 +0000 2020,"Signs up in every shop where I live limiting anti-bac cleaning stuff , toilet roll etc . No toilet roll in any of the shops ( Id run out ) finally found 2 pks in bargain boze.A guy walked in & amp ; straight up to me & amp ; said “ give that to me ” only 1 left ! I was seriously worried ."
1238140712627175431,Thu Mar 12 16:32:04 +0000 2020,Top 5 # ScaryHororMovies # Ruined By Their # Endings via
1238140089466859523,Thu Mar 12 16:29:35 +0000 2020,"No more teasers ! The game reveal for our friday the 13th stream is public . We have a scary game , locust snacks and scare…"
1238138029405020163,Thu Mar 12 16:21:24 +0000 2020,"Watching 30 year olds complain about a children 's toy that 's in no way offensive , but because they themselves want it ..."
1238137736852275200,Thu Mar 12 16:20:14 +0000 2020,Dan Diamond on Fresh Air .
1238136523075342336,Thu Mar 12 16:15:25 +0000 2020,we are one day like today away from 1/19/17 .
1238135992185479169,Thu Mar 12 16:13:18 +0000 2020,It : A Novel by Stephen King
1238134013543559168,Thu Mar 12 16:05:26 +0000 2020,"When will she be arrested ? How much more can she get away with , and she is in our halls of Congres. # Scary"
1238133875366178816,Thu Mar 12 16:04:53 +0000 2020,"Have you ever seen someone wearing a T shirt and felt left out ? Well , get one for the # horormovie Captive ! Check us o…"
1238133763898564608,Thu Mar 12 16:04:27 +0000 2020,"Check out my new Scary Eerie Music Trailer ! ! Perfects for trailer , teaser , background music and m…"
1238133671762288642,Thu Mar 12 16:04:05 +0000 2020,I 've been hearing ambulance sirens everyday for the past 4 days . Idk if I 'm just noticing it more because of everything going on or it 's actually more emergencies lately
1238133345596432385,Thu Mar 12 16:02:47 +0000 2020,Filming Almost Finished ! Subscribe For More !
1238132704354488322,Thu Mar 12 16:00:14 +0000 2020,"Have you ever seen someone wearing a T shirt and felt left out ? Well , get one for the # horormovie Captive ! Check us out on on Kickstarter to get some sweet # vampire swag"
1238132423944278017,Thu Mar 12 15:59:07 +0000 2020,“ 3Demon ” Rorschach abstract style . 2x28 acrylic and spray on paper . New artist looking for a publisher .
1238131702213607424,Thu Mar 12 15:56:15 +0000 2020,Do n't Knock Twice [ PS4 Gameplay ] [ The Beginning of the Scare Fest ] # BitChuteGaming # BitChute …
1238131642272792576,Thu Mar 12 15:56:01 +0000 2020,WOW ! both AND do n't have a live audience because of the # coronavirus ! this is
1238131589797871616,Thu Mar 12 15:55:49 +0000 2020,We were just talking about that last night .
1238131517085417472,Thu Mar 12 15:55:31 +0000 2020,"Hearing news casts , governments , and world organizations got me thinking we are almost living on # TLOU prologue if the # Coronavirus had had any cordyceps in it as envisioned it from that BC documentary ..."
1238130081807110146,Thu Mar 12 15:49:49 +0000 2020,All our meetings and events are cancelled for the moment because of # coronavirus . Our role at GABRIEL 'S Private & amp ; Luxury Services as communicator is also to raise awarnes on global causes . This is # scary but we must deal with it ! Make sure to take your…
1238124858934001670,Thu Mar 12 15:29:04 +0000 2020,"No more teasers ! The game reveal for our friday the 13th stream is public . We have a scary game , locust snacks and scare alerts 😎 . Can i get some hype 🔥"
1238122817662734337,Thu Mar 12 15:20:57 +0000 2020,“ Pickman ’ s Model ” Took a while to finish ( first time using charcoal ) . I ’ m happy with how it came out 💀⚰️
1238117760900698112,Thu Mar 12 15:00:51 +0000 2020,Donovan Mitchell has tested positive for the coronavirus .
1238117471476805639,Thu Mar 12 14:59:42 +0000 2020,I ’ m starting to think did pop smoke die from the corona virus ?
1238117414363107329,Thu Mar 12 14:59:29 +0000 2020,COVID-19 is taking a more frighteningly status with each passing day .
1238117007398141953,Thu Mar 12 14:57:52 +0000 2020,Asking for a friend : Could this be Kim Jong Un ’ s Christmas gift ?
1238116004003102720,Thu Mar 12 14:53:53 +0000 2020,I imagine the number of babies born in the next 8-10 months will be way down from years past .
1238113979387478021,Thu Mar 12 14:45:50 +0000 2020,"I caught some of it , as I was working on a paint framing . It looked like a hostage video . He looked like a hostage that was not doing well . # sad # scary for us ."
1238113025141415937,Thu Mar 12 14:42:02 +0000 2020,"Both Biden ( 77 ) and Bernie ( 78 ) are older than Trump ( 73 ) and probably not as active as he is . Hell they might be dead from the Covid-19 or the flu by then . I 'm thinking that both of them will pick a female running mate from Hillary , M Obama , or E Warren ."
1238112601692934144,Thu Mar 12 14:40:21 +0000 2020,Do n't Knock Twice [ PS4 Gameplay ] [ The Beginning of the Scare Fest ]
1238110213917605890,Thu Mar 12 14:30:52 +0000 2020,If this Coronavirus has done anything it has opened Americans eyes to the need to bring manufacturing back to USA . We…
1238109717483962371,Thu Mar 12 14:28:54 +0000 2020,Understatement if you ask me .
1238107555718627328,Thu Mar 12 14:20:18 +0000 2020,Growing up as a kid watching # candyman was # scary😱 and now I feel like as an adult it not going to change
1238107026955403265,Thu Mar 12 14:18:12 +0000 2020,Choose something you fear this week and take deliberate action !
1238105785550262273,Thu Mar 12 14:13:16 +0000 2020,This look familiar to anyone ? Maybe it ’ s a sign of things to come ! Maybe it ’ s just coincidence ! Be ready and be prepared . gamefacts naughty
